stock	inventory,0.428718
sung	sang,0.755478
dreadful	horrid,0.737908
overturn	repeal,0.477145
corps	military,0.473166
gymnast	swimmer,0.595989
weed	liquor,0.478558
whoever	whatever,0.419063
spirit	passion,0.430959
to	thereto,0.417345
tail	horn,0.416766
rwanda	egypt,0.581443
device	equipment,0.4609
painter	musician,0.529075
Theft	thief,0.533578
scratch	bite,0.460624
malaysia	singapore,0.661746
smile	grin,0.552582
volunteer	sponsor,0.413657
crest	ridge,0.43399
norm	coarseness,0.388526
ghana	ethiopia,0.628075
sound	seem,0.422211
tatter	chicken,0.469001
woman	women,0.651401
appointment	dentist,0.502757
worse	worst,0.626036
straightforward	forceful,0.537747
song	lyric,0.531292
far	farther,0.391746
kremlin	rhineland,0.469177
horror	scary,0.44709
earliest	worst,0.373788
award	accolade,0.508945
fat	ugly,0.455367
focus	concentrate,0.656107
toss	throw,0.498814
medicine	therapy,0.455105
psychologist	psychiatrist,0.612681
candid	inspirational,0.400658
worst	worse,0.626036
fall	fell,0.591048
awful	horrible,0.74696
labor	labour,0.665249
ticket	membership,0.413894
difference	correlation,0.488066
enter	register,0.511059
Wild	crazy,0.502395
condition	disease,0.418057
cheerful	cheery,0.568273
heaven	heavenly,0.419195
dictatorship	democracy,0.561622
forth	fourth,0.41564
list	selection,0.376638
outrun	overcome,0.444526
large	small,0.625476
sang	sung,0.755478
sand	mud,0.471989
sane	rational,0.463927
Kill	strangle,0.591673
fluent	proficient,0.531226
wearer	greatcoat,0.383031
lessen	reduce,0.645239
small	tiny,0.638069
joiner	carpenter,0.473188
fashion	glamour,0.467098
sank	sunk,0.593524
vanquish	vantage,0.37777
mile	kilometre,0.570451
neighborhood	neighbourhood,0.730101
withheld	reparation,0.436858
ten	five,0.634952
tea	coffee,0.668789
past	future,0.384178
amiss	wrong,0.421781
rate	overall,0.340052
fiber	fibre,0.734402
design	architecture,0.559854
lawyer	attorney,0.623543
resound	extol,0.454791
poll	survey,0.622624
further	farther,0.632993
misrepresent	demean,0.610058
casual	causal,0.639818
ribbon	elastic,0.449476
quicken	dishearten,0.42501
harden	trinidad,0.352692
what	whatever,0.443602
stood	knelt,0.559331
pathetic	pitiful,0.755945
clock	alarm,0.404302
sun	sunlight,0.534166
section	segment,0.420799
whimper	growl,0.541748
learner	drunkard,0.384015
brief	cursory,0.466957
milk	cereal,0.541336
crush	crushing,0.382238
public	private,0.462546
version	edition,0.498944
undecided	unsure,0.568498
discern	distinguish,0.56747
method	technique,0.513972
contrast	clearness,0.432375
womb	closet,0.397193
turmoil	upheaval,0.485147
full	partial,0.392397
iran	israel,0.656675
empower	enrich,0.464279
vale	comestible,0.375097
mule	deer,0.392785
behaviour	behavior,0.770683
ranger	submarine,0.398958
beacon	chapel,0.397684
trunk	suitcase,0.485618
Alright	okay,0.797683
greed	selfishness,0.636758
strong	weak,0.440713
legend	hero,0.457137
thrift	goodwill,0.41187
arena	stadium,0.573224
pleasant	joyous,0.526186
search	searcher,0.396437
stupor	exasperation,0.454974
naval	navy,0.513326
ahead	advance,0.381441
whine	complain,0.545063
experience	experiencer,0.466908
host	sponsor,0.41459
prior	previous,0.500497
amount	influx,0.444326
heroin	heroine,0.550414
gear	equipment,0.520088
pick	choose,0.493676
action	movement,0.397962
dismiss	deny,0.451636
luck	congratulation,0.35237
swoon	cringe,0.48257
depart	arrive,0.516323
dire	terrible,0.40728
vie	marcher,0.405519
france	germany,0.711124
transit	transportation,0.581799
africa	uganda,0.59945
ask	tell,0.535528
follower	subscriber,0.369977
regiment	infantry,0.440195
vex	vexing,0.504576
sanction	impose,0.465435
gunmen	policemen,0.465017
resident	journalist,0.415637
seventeenth	eighteenth,0.688705
select	reserve,0.422819
ash	clay,0.412209
eye	eyelid,0.542601
helper	substitute,0.408747
amaze	astound,0.525978
distinct	distinctive,0.570387
faint	convulse,0.503784
wield	brandish,0.502588
two	three,0.737517
chaotic	hectic,0.552194
sitter	rescue,0.328936
gorgeous	beautiful,0.779271
taken	took,0.513922
garnish	butter,0.417098
hurrah	woo,0.402256
assessor	consultant,0.57651
minor	major,0.615149
more	less,0.577058
flat	bunk,0.371019
flaw	qualm,0.419895
fellow	former,0.471023
ruthless	brutal,0.528467
flag	constitution,0.421416
Mass	ritual,0.366773
stick	shove,0.438583
broke	broken,0.512491
particular	specific,0.540955
known	aware,0.418255
mellow	smooth,0.429648
doom	chaos,0.425698
nineteen	sixteen,0.605688
glad	hope,0.529193
town	city,0.562109
none	nothing,0.460012
inflict	impose,0.553251
hour	minute,0.548054
blah	ugh,0.552198
citizen	journalist,0.511873
policemen	policeman,0.561097
knocker	transom,0.403458
remain	stay,0.557694
nebraska	iowa,0.738916
nine	six,0.648031
taut	thought,0.377803
learn	teach,0.53925
abandon	relinquish,0.48122
fulfil	fulfill,0.656532
male	female,0.757882
Tomorrow	saturday,0.577736
beautiful	gorgeous,0.779271
stubborn	indecisive,0.575449
shark	snake,0.470901
prompt	equivocal,0.386708
taunt	harass,0.492736
brown	gray,0.460911
salesmen	salesman,0.631134
squadron	navy,0.422731
share	contribute,0.406318
accept	deny,0.499664
boycott	ban,0.514267
autumn	spring,0.4914
prose	poetry,0.508401
minimum	maximum,0.497262
attain	achieve,0.579704
despot	reactionary,0.545258
pond	pool,0.534288
swung	slid,0.548216
dress	skirt,0.59874
condemn	denounce,0.533553
concept	notion,0.485489
huge	massive,0.821949
smear	shove,0.372284
beef	meat,0.544198
court	tribunal,0.485684
goal	penalty,0.48411
awkward	weird,0.533018
prussian	greatcoat,0.517888
rather	prefer,0.530624
comfort	warmth,0.518863
fruition	fulfilment,0.409496
ledger	clerk,0.345759
rapport	regularity,0.400776
wax	paint,0.441098
betterment	re-establishment,0.522728
cling	clung,0.422899
reject	oppose,0.470303
before	prior,0.470062
stir	fry,0.407772
goat	cow,0.560147
idaho	missouri,0.686101
gash	rubbish,0.437709
plant	facility,0.436087
okay	alright,0.797683
anoint	betroth,0.516802
rude	ignorant,0.579906
cohort	specialization,0.414976
advice	advise,0.710064
sneak	lurk,0.378178
reflect	evaluate,0.490304
Matter	dignify,0.383626
plane	airplane,0.62088
ambassador	president,0.441876
blood	marrow,0.421252
numb	swollen,0.495824
gasp	thud,0.499867
bloom	blossom,0.493219
bleak	grim,0.581334
a	another,0.481206
apprehend	coerce,0.554254
short	long,0.474184
coax	coerce,0.527338
coat	jacket,0.678099
shady	sketchy,0.58565
author	writer,0.552535
overnight	accumulation,0.365562
blunder	mistake,0.454958
mislead	misled,0.521822
coal	uranium,0.5398
shore	coast,0.436985
ego	arrogance,0.468055
sect	ideology,0.474172
shade	slander,0.379113
pay	paid,0.578091
pleasure	joy,0.435587
egg	bacon,0.473322
oat	wheat,0.485351
ding	beep,0.346242
infant	newborn,0.552002
venezuela	ecuador,0.674544
mexican	dominican,0.661303
help	assistance,0.458239
soon	tomorrow,0.463681
trade	exchange,0.459759
held	hold,0.527467
attitude	mentality,0.508517
already	yet,0.46431
flaunt	brag,0.43651
supra	jeep,0.418574
hell	fuck,0.491772
suffer	starve,0.475133
trouble	mischief,0.412832
register	apply,0.588987
hundredth	thousandth,0.614479
style	fashion,0.458529
render	install,0.466213
ethiopia	angola,0.726163
forthwith	thence,0.543136
wishful	nonsense,0.380794
bosom	vexation,0.45204
late	early,0.655186
resort	hotel,0.536404
pend	marcher,0.35656
Conquer	overcome,0.543661
astonish	astound,0.551974
conformist	reactionary,0.503836
bout	about,0.699927
cool	neat,0.515496
bereft	destitute,0.517271
alter	negate,0.490121
wry	derisive,0.420518
fool	coward,0.47336
ant	ain't,0.550308
someone	somebody,0.778663
return	departure,0.378486
dusk	sundown,0.40071
food	dessert,0.452864
sucker	pervert,0.352868
embarrass	humiliate,0.538404
hunter	hunt,0.433417
number	percentage,0.37834
consign	economize,0.473932
framework	implementation,0.552415
vomit	hurl,0.495217
frigid	chilly,0.609132
dig	dug,0.541317
compound	facility,0.35235
foot	feet,0.587174
somewhere	anywhere,0.586495
detach	preoccupy,0.478737
complain	brag,0.600608
slipper	shoe,0.474865
stopper	spreader,0.365192
payer	taxpayer,0.434322
pregnant	pregnancy,0.44742
bent	spun,0.376422
always	never,0.450315
policeman	cop,0.562647
infer	insinuate,0.575625
bless	thank,0.474857
tear	pull,0.386899
fasten	buckle,0.453201
found	find,0.515457
friendship	relationship,0.559104
status	credentials,0.399271
harm	damage,0.528363
everyone	everybody,0.794446
england	scotland,0.725949
mental	psychological,0.486936
weight	diet,0.463831
exhaust	rear,0.408258
house	apartment,0.56389
fish	goat,0.503853
thirteenth	seventeenth,0.611285
idea	suggestion,0.501089
brother	sister,0.823451
kneel	knelt,0.493875
been	gotten,0.527567
expect	want,0.435603
fist	hand,0.470025
columbia	maryland,0.518141
operation	raid,0.462457
orient	hull,0.553489
britain	england,0.598712
Engine	exhaust,0.403149
noiseless	discordant,0.554117
flower	rose,0.475506
glitter	pink,0.475448
childish	petty,0.68644
since	till,0.443297
publish	submit,0.545129
jolly	cheery,0.475851
reverend	dr.,0.462739
sustain	re-establish,0.551297
hill	creek,0.579704
shipment	delivery,0.463366
paradise	heaven,0.384681
print	illustration,0.452205
darling	sweetheart,0.585909
shrivel	corrode,0.490516
Class	lecture,0.604361
egypt	tunisia,0.636807
Cool	neat,0.515496
ass	bum,0.389886
assist	help,0.424442
belief	faith,0.534334
Hour	minute,0.548054
moan	complain,0.576012
thousandth	hundredth,0.614479
friday	thursday,0.767173
differ	disagree,0.499138
backer	signatory,0.381886
like	appall,0.480995
cockpit	airplane,0.390599
reason	justification,0.415773
base	force,0.385376
cookie	cake,0.54752
murmur	whimper,0.519419
imagine	fathom,0.450123
put	throw,0.506904
Opinion	perspective,0.505879
teach	learn,0.53925
hapless	brutish,0.439097
reproach	timidity,0.503039
guy	kid,0.542253
heroic	courageous,0.475068
jew	nigger,0.484245
thrown	flung,0.601467
director	manager,0.588486
launch	relaunch,0.603321
prophet	exultation,0.417361
omit	oversimplify,0.444077
success	greatness,0.552253
american	australian,0.536008
wither	shrivel,0.391217
businessmen	businessman,0.425812
threat	deterrent,0.47934
sarcasm	humour,0.485584
hunger	thirst,0.451298
syria	libya,0.655783
undergo	underwent,0.472757
fallen	fell,0.551919
assign	stipulate,0.437427
feed	entertain,0.437781
copper	silver,0.612574
major	minor,0.615149
student	faculty,0.549894
perturb	impute,0.553183
feel	felt,0.645592
ghetto	ignorant,0.483123
plow	tractor,0.470524
arsenal	manchester,0.55465
barbarian	avaricious,0.416068
feet	foot,0.587174
elder	eldest,0.377377
unexpected	unforeseen,0.48439
done	undertaken,0.410524
least	lest,0.365165
wench	peasant,0.430566
bland	predictable,0.472745
mist	fog,0.496055
miss	hate,0.395108
weep	wept,0.537565
razor	knife,0.392333
guess	maybe,0.494355
breathless	speechless,0.494542
symptom	collectivity,0.451285
guest	contributor,0.391416
jet	plane,0.412258
paint	wax,0.441098
blossom	bloom,0.493219
divorce	marriage,0.487975
interact	communicate,0.619447
Fuck	screw,0.543226
construct	build,0.569725
collar	neck,0.446621
trend	rumor,0.372452
wonderful	lovely,0.715045
saint	catholic,0.392792
mama	daddy,0.600053
ton	lot,0.569006
nigeria	ethiopia,0.702509
compartment	transom,0.439743
syrup	milk,0.519983
merciless	ruthless,0.497822
headache	sickness,0.566428
imperfect	perfect,0.415069
statement	remark,0.520297
relationship	friendship,0.559104
behind	beneath,0.411127
hotel	restaurant,0.547407
park	grove,0.441352
inch	centimetre,0.538578
dentist	doctor,0.687812
Lick	rub,0.541204
bower	coachman,0.397403
fidget	grumble,0.417628
consult	consultation,0.505288
Problem	issue,0.547453
believe	think,0.43696
rampant	prevalent,0.464131
grace	mercy,0.41167
uphold	undermine,0.527911
king	queen,0.612864
kind	type,0.612747
grew	grow,0.575702
lament	mourn,0.449501
exempt	prohibit,0.422517
grey	gray,0.810745
youth	leadership,0.437464
bride	groom,0.521905
utopia	deception,0.469733
stall	bathroom,0.472462
redress	re-establishment,0.526528
store	shop,0.637254
stale	sour,0.480467
listen	hear,0.459802
restful	peaceful,0.535359
weapon	rifle,0.515877
talker	talk,0.416913
indonesia	malaysia,0.606661
bad	terrible,0.554833
exert	accrue,0.528398
strengthen	enhance,0.58594
God	lord,0.634353
plead	entreat,0.451888
defect	disease,0.450899
juice	milk,0.520915
antarctica	alaska,0.560707
caress	rub,0.452824
engulf	inflame,0.514243
gasket	cylinder,0.508787
gall	audacity,0.331055
my	your,0.619856
blissful	joyous,0.532346
remodel	renovation,0.621991
sell	buy,0.647512
mountain	canyon,0.503617
prince	princess,0.530174
tough	rough,0.536494
crutch	qualm,0.452
inherit	mortify,0.482341
pry	detach,0.40754
cave	dungeon,0.41532
scotland	england,0.725949
port	mount,0.400342
lit	literature,0.507807
steal	stole,0.611524
labour	labor,0.665249
lip	eyebrow,0.475509
chairman	chairmen,0.567823
frail	pitiful,0.499977
cameroon	ethiopia,0.596695
Teacher	professor,0.691273
Kid	guy,0.542253
lean	muscle,0.364683
play	wrestle,0.45012
electric	electrical,0.516369
eater	eat,0.387592
guitar	piano,0.683569
chart	summary,0.387736
me	him,0.586442
steam	piston,0.354703
react	respond,0.508661
cigarette	tobacco,0.465407
charm	sparkle,0.406357
plan	strategy,0.477553
eaten	ate,0.593626
fiasco	controversy,0.424994
nothing	anything,0.537056
solicitor	attorney,0.588024
heap	pile,0.569874
cause	because,0.74163
mobile	digital,0.479668
nail	polish,0.450446
humanitarian	agrarian,0.460171
cover	version,0.394789
destruct	slanderer,0.396711
part	aspect,0.427865
servicemen	workingmen,0.551873
clean	wash,0.553568
barren	desolate,0.4996
weigh	weight,0.41011
barrel	plywood,0.421962
usual	typical,0.436849
bulletin	forum,0.425428
boredom	exhaustion,0.58983
sector	industry,0.549616
rocker	boxer,0.39683
ugh	sigh,0.561371
phenomenon	phenomena,0.588976
gold	silver,0.625104
fond	proud,0.377836
aghast	sceptical,0.522775
scoundrel	bastard,0.481899
session	workshop,0.493449
melt	shrivel,0.447443
freight	rail,0.426333
uniform	shirt,0.518345
fine	alright,0.496718
find	locate,0.558878
impact	affect,0.5793
access	entry,0.436102
giant	gigantic,0.691168
copyright	infringement,0.461044
music	song,0.458819
paranoid	jittery,0.515679
nervous	anxious,0.593363
ruin	destroy,0.518262
flesh	skin,0.457005
vision	perception,0.433841
indian	african,0.632256
betray	ostracize,0.502517
pretty	gorgeous,0.473094
factor	idol,0.346418
deaf	blind,0.632081
discuss	explore,0.497349
boulder	colorado,0.476189
prowess	brilliance,0.454696
lab	sociology,0.495358
ungrateful	ignorant,0.622155
bend	swallow,0.41781
miserable	pathetic,0.542898
express	convey,0.47836
upright	adjustable,0.431888
resent	despise,0.486482
famous	popular,0.491327
lull	western-europe,0.339024
cheapen	dissatisfy,0.556405
hid	hide,0.556752
ninth	seventh,0.714121
theft	thief,0.533578
compass	belt,0.338807
silk	cotton,0.586584
banquet	luncheon,0.585954
catcher	prospect,0.354275
lavish	luxurious,0.501156
cry	weep,0.522353
violent	violence,0.489766
proclaim	declare,0.553195
glum	gloomy,0.567328
furnish	affix,0.423084
common	uncommon,0.470489
Heard	herd,0.646571
switzerland	italy,0.661656
pod	transom,0.346479
river	lake,0.532101
rear	transom,0.448971
outlaw	brandish,0.397531
wrote	write,0.597855
insane	crazy,0.678793
cramp	headache,0.545051
set	pack,0.368607
art	architecture,0.561177
dump	ditch,0.43155
creator	inventor,0.467494
overwhelm	endear,0.471785
organ	artery,0.420557
potent	powerful,0.527017
sex	sexual,0.465464
lion	tiger,0.535747
dumb	stupid,0.812754
are	were,0.685721
sea	ocean,0.425256
tender	delicate,0.480664
portrait	illustration,0.484426
bark	growl,0.496837
arm	leg,0.652863
barn	cellar,0.493952
shower	bath,0.654101
practice	practise,0.711352
glue	spray,0.405912
revolution	liberation,0.500522
horrid	horrible,0.787258
blurt	burst,0.440011
forlorn	despondent,0.557206
willful	prejudicial,0.519401
wail	shriek,0.520463
please	implore,0.378975
fission	ascertainment,0.450966
topmost	discrepant,0.581987
woo	hurrah,0.402256
won	win,0.559976
myriad	various,0.551052
plywood	aluminum,0.569775
honour	honor,0.705716
woe	indecision,0.312821
flame	fire,0.465082
rite	right,0.78742
nope	yeah,0.533211
berserk	insane,0.453984
compliment	complement,0.721119
europe	germany,0.68187
latin	spanish,0.611132
balk	bard,0.33427
hardship	adversity,0.485255
fold	crumple,0.446753
complement	compliment,0.721119
sole	soul,0.422634
outfit	costume,0.549257
aircraft	fleet,0.487129
succeed	prosper,0.489444
percent	percentage,0.510411
distinguish	differentiate,0.712971
Honor	honour,0.705716
both	two,0.461065
garrison	mcgovern,0.37817
last	previous,0.510326
restaurant	cafe,0.561592
thou	though,0.611487
annual	weekly,0.431489
oversea	singapore,0.429769
foreign	german,0.436014
bandit	thief,0.369556
connection	communication,0.409799
entertain	amuse,0.628539
context	vagueness,0.494626
forgotten	forgot,0.46497
witch	demon,0.420669
protector	protective,0.428074
whole	entire,0.786197
shortsighted	vexatious,0.611843
load	pile,0.514762
sloth	squirrel,0.511392
onward	upward,0.411499
distress	anguish,0.507979
point	distinction,0.35681
sweet	cute,0.44286
loan	mortgage,0.587713
sweep	swept,0.540038
harbour	harbor,0.574646
hollow	measureless,0.400926
newborn	infant,0.552002
deceit	treachery,0.462448
dancer	singer,0.571264
church	chapel,0.548649
vessel	submarine,0.426407
sever	severe,0.412334
corp	corporation,0.685881
belt	jacket,0.459796
bolster	expand,0.493821
worthless	useless,0.695107
devil	demon,0.457092
filth	scum,0.527421
stamp	plaque,0.3703
hind	indispensability,0.316043
damp	wet,0.598801
overlook	forget,0.430581
buzzard	bird,0.395525
dug	dig,0.541317
ran	drove,0.593264
secret	hidden,0.465987
damn	goddamn,0.766021
ireland	scotland,0.684599
bloc	coalition,0.420174
wait	excited,0.44248
empty	hollow,0.399995
firm	company,0.490978
Disturb	intrude,0.462867
Daughter	sister,0.608708
champion	champ,0.700155
algeria	mali,0.647605
regroup	relax,0.427295
fire	flame,0.465082
infect	contaminate,0.487987
wet	damp,0.598801
convert	modify,0.521188
new	current,0.407368
else	anybody,0.337588
fund	endowment,0.475506
racer	rider,0.487939
understand	comprehend,0.648708
liver	kidney,0.565768
demand	regionalization,0.416839
instructor	teacher,0.646726
heighten	enhance,0.578637
pact	agreement,0.456141
stolen	stole,0.467038
uncertain	unclear,0.522071
look	loom,0.420684
workmen	policemen,0.503513
Classic	classical,0.451737
solid	decent,0.490063
ski	canoe,0.456505
straight	pure,0.379624
bill	legislation,0.539356
budget	pension,0.500748
governor	senator,0.633096
joyful	joyous,0.653511
rope	sword,0.470899
pace	speed,0.465834
while	awhile,0.544005
enact	implement,0.591806
behavior	behaviour,0.770683
error	infraction,0.412508
fun	enjoyable,0.484633
fleet	aircraft,0.487129
Miss	hate,0.395108
loop	tunnel,0.402292
pack	package,0.488847
kingdom	netherlands,0.38539
pound	dollar,0.449265
portugal	spain,0.744106
century	decade,0.459104
moth	goat,0.413345
mystic	mystical,0.398484
imperialist	autocratic,0.588328
demon	alien,0.46554
astound	astonish,0.551974
rip	smash,0.375268
alaska	hawaii,0.563698
confound	pervade,0.561407
spotless	clean,0.4548
frantic	boisterous,0.394818
rid	eliminate,0.437394
vanish	disappear,0.651552
rib	steak,0.473608
examine	reexamine,0.561223
around	round,0.562456
funny	hilarious,0.701989
shirt	jacket,0.621104
anymore	anyway,0.485702
grant	scholarship,0.456908
mint	lemon,0.398482
government	congress,0.54355
dishonor	honor,0.389829
butcher	barber,0.446269
Alert	advisory,0.36688
benign	malignant,0.513509
discredit	undermine,0.60282
immense	tremendous,0.576871
wall	window,0.453649
grand	ninetieth,0.344915
shirk	immorality,0.432021
danish	german,0.626971
development	growth,0.568188
Arrival	departure,0.619305
lie	cheat,0.450147
bonus	discount,0.400155
restraint	discipline,0.481051
banter	humour,0.507513
ultimate	greatest,0.465091
epithet	insinuation,0.627534
cement	concrete,0.475503
alert	advisory,0.36688
moment	realisation,0.416866
flown	flew,0.497144
user	customer,0.454406
robust	cohesive,0.541697
nickname	name,0.584654
climb	jump,0.541908
focal	topmost,0.444059
built	build,0.54473
lower	upper,0.532324
task	assignment,0.426618
anxious	excited,0.62363
poland	denmark,0.667094
cheek	forehead,0.584123
spent	spend,0.663005
maker	manufacturer,0.375151
person	guy,0.50502
cheer	lighten,0.404613
auditor	administrator,0.56893
withdraw	withdrew,0.504493
landmark	historic,0.575965
Girl	boy,0.572887
prize	gift,0.436429
spend	spent,0.663005
coup	retrenchment,0.410069
chore	hassle,0.424626
abstain	refrain,0.519656
understood	understand,0.587874
unseen	untold,0.3864
telegram	telegraph,0.414942
blur	hazy,0.362781
ludicrous	outrageous,0.624592
press	click,0.390226
shape	flatness,0.377547
cocky	arrogant,0.609417
thorough	rigorous,0.500683
fiend	addict,0.491626
mob	gang,0.401964
vigilant	watchful,0.489679
elect	appoint,0.467697
taiwan	thailand,0.626837
continent	province,0.488077
befit	overlying,0.442875
timber	plywood,0.496847
wage	salary,0.560431
onset	recurrence,0.516908
porch	driveway,0.491641
cut	trim,0.471756
cup	bottle,0.431653
hated	loved,0.566166
queen	king,0.612864
relief	aid,0.433777
international	global,0.493912
duct	rubber,0.424227
location	locale,0.455233
born	slothful,0.325827
easter	christmas,0.556484
excited	anxious,0.62363
hater	hypocrite,0.477347
bin	been,0.396066
complaint	grievance,0.520385
australia	canada,0.6328
march	april,0.787784
insert	derisive,0.362518
big	huge,0.662112
bid	offer,0.464594
folk	people,0.537132
wives	wife,0.518027
redeem	endear,0.459329
quest	captivation,0.385577
cataclysm	anomalous,0.415927
abound	measureless,0.436923
crisp	butter,0.447488
bit	somewhat,0.481211
awaken	arise,0.397256
overthrown	unobserved,0.50649
formal	informal,0.467495
insect	animal,0.425536
knock	smack,0.451904
outright	unmitigated,0.421349
blemish	wrinkle,0.49482
lost	lose,0.540017
confront	expose,0.489428
signal	connection,0.403783
glove	jacket,0.468772
strife	dissension,0.533595
heart	downhearted,0.537445
flux	velocity,0.41201
distrust	mistrust,0.618108
continue	persist,0.507386
popular	famous,0.491327
stylish	fashionable,0.669506
foolish	stupid,0.544116
Fine	alright,0.496718
Find	locate,0.558878
eec	efta,0.504351
premium	custom,0.437254
sketch	illustration,0.537301
often	seldom,0.471528
spring	summer,0.643853
christian	catholic,0.550472
creation	workmanship,0.48538
some	sum,0.732892
back	unsteadiness,0.373992
nor	neither,0.554567
global	international,0.493912
urgent	emergency,0.45778
litter	stray,0.397489
mighty	beastly,0.397408
nonetheless	indeed,0.49624
sight	unsureness,0.368696
infest	civilise,0.443965
curious	skeptical,0.458037
pale	sickly,0.442836
Friend	cousin,0.527885
scald	corrode,0.521964
scale	constraint,0.378893
String	rope,0.407142
dull	monotonous,0.489774
pet	puppy,0.492914
though	thou,0.611487
per	fare,0.334311
seller	salesman,0.492346
wrong	amiss,0.421781
religion	christianity,0.608424
pen	pencil,0.564975
sick	tired,0.532907
sermon	bible,0.49134
slash	cut,0.391895
gabon	angola,0.515629
prod	instrumental,0.370672
pea	bean,0.422643
nose	tongue,0.552495
Box	bag,0.474501
be	betroth,0.484089
limitless	boundless,0.412745
run	ran,0.523321
wayward	hapless,0.376264
reach	achieve,0.467028
odor	odour,0.579801
lose	loose,0.683619
rug	furniture,0.422606
rue	rouge,0.352004
step	move,0.369105
Command	interpose,0.403246
ache	headache,0.531308
taboo	dangerous,0.387024
shorten	modify,0.44466
subtract	multiply,0.453155
intense	hectic,0.510132
vivid	lucid,0.426929
shine	grind,0.469254
faith	belief,0.534334
cautious	optimistic,0.577515
anything	something,0.578362
plunder	subjugation,0.494302
gambia	uganda,0.543886
ordeal	situation,0.411696
page	site,0.510607
drama	commotion,0.422368
stricken	paralyzed,0.45659
ambush	attack,0.484529
militia	terrorism,0.505885
congressman	senator,0.758532
Bark	growl,0.496837
italian	portuguese,0.737004
shiny	colorful,0.419612
block	period,0.388701
repair	fix,0.504089
australian	scottish,0.613807
misbehavior	impotency,0.535221
colorado	utah,0.675283
conquest	destruction,0.403025
shed	straggle,0.367568
drifter	rider,0.395525
deduct	incur,0.487104
investor	investment,0.544776
repaid	repay,0.484243
vagabond	ruffian,0.416226
lesson	lecture,0.479604
germ	parasite,0.375866
pentagon	iran,0.493053
madagascar	africa,0.4111
undertaken	amiability,0.471011
span	short,0.37752
afflict	entangle,0.515514
eleven	twelve,0.640066
doll	sweetheart,0.450502
lone	sandy,0.333782
vigour	vigor,0.587111
amidst	amid,0.642099
custom	design,0.455292
doubt	hesitation,0.435686
User	customer,0.454406
Excellent	outstanding,0.678524
forward	backward,0.396323
glow	gleam,0.442916
rogue	tyrannical,0.41648
flagrant	blatant,0.508515
perplex	bewilder,0.574198
bore	frustrate,0.404371
jewish	catholic,0.615159
poster	calendar,0.44318
atop	topmost,0.382539
inept	incompetent,0.726054
slump	sluggish,0.449638
pastor	preacher,0.5624
Destruct	slanderer,0.396711
glamour	fashion,0.467098
cloth	fabric,0.518503
link	site,0.437738
reef	beach,0.39454
atom	nuclei,0.402477
russian	german,0.715543
line	segment,0.348452
outpost	embassy,0.442929
underground	underworld,0.409794
skulk	straggle,0.578361
patriot	statesmen,0.404751
consist	involve,0.449829
caller	juror,0.415547
up	down,0.408759
us	me,0.516407
foresight	shrewdness,0.519296
Egypt	tunisia,0.636807
slander	chastise,0.445986
growth	decline,0.589437
planer	transom,0.469058
sum	some,0.732892
highlight	unlikelihood,0.3716
similar	analogous,0.539734
clear	clean,0.406041
maiden	betrothal,0.382824
genial	comestible,0.538336
camp	festival,0.405598
constant	continuous,0.613047
nationalist	conservative,0.600917
candor	sagacity,0.55385
overland	columbia,0.43727
haunt	betroth,0.454023
possessor	exultation,0.547531
precept	unlikelihood,0.508455
Attach	affix,0.477825
single	teenager,0.314453
parliament	congress,0.593036
curb	reduce,0.500879
mainland	coast,0.473723
chat	discussion,0.478976
home	upstairs,0.387095
bicep	leg,0.604099
rally	protest,0.490962
curl	brush,0.44595
cafe	restaurant,0.561592
prevail	exult,0.471609
racial	cultural,0.568555
as	and,0.368804
cotton	silk,0.586584
vehement	contemptuous,0.55707
sullen	contemptuous,0.507787
lemon	lemonade,0.516051
riot	protest,0.39804
sunken	sunk,0.471512
swamp	jungle,0.399979
scrape	wipe,0.47866
peace	unity,0.436645
water	milk,0.540653
invalid	incorrect,0.533455
club	bar,0.411898
parlor	parlour,0.639338
Entertain	amuse,0.628539
Grandma	grandpa,0.784284
department	bureau,0.522331
bandstand	rhineland,0.490201
nay	hen,0.409949
Medal	trophy,0.467893
mock	sociology,0.431688
revision	revise,0.631351
Case	charge,0.394649
shrug	nod,0.417465
scapegoat	distraction,0.409515
cellar	basement,0.522227
scrub	brush,0.373786
smitten	disconcerted,0.436991
impress	deceive,0.455242
lucid	vivid,0.426929
papa	uncle,0.565116
resign	retire,0.557291
Gun	rifle,0.540748
meaning	significance,0.506991
refrain	restrain,0.564104
drab	dreary,0.481149
leaf	tree,0.423497
unleash	obliterate,0.466978
desert	mountain,0.48706
hackney	edinburgh,0.519471
rightful	respective,0.388555
ago	delay,0.334191
lane	road,0.40727
statesman	clergyman,0.477656
fighter	rider,0.438514
lead	led,0.375182
vice	vice-president,0.440728
age	maturity,0.414396
Announcement	announce,0.481415
oppress	demean,0.623511
feud	rivalry,0.478172
depth	durability,0.462985
summit	conference,0.549322
arisen	begun,0.413576
worn	wore,0.544338
bribe	coerce,0.525755
walker	marshall,0.436561
dismal	dreadful,0.556058
buffalo	chicago,0.523598
receive	inherit,0.433197
once	twice,0.462632
essay	assignment,0.656251
edc	sundown,0.424849
code	link,0.354107
partial	full,0.392397
rabbit	pig,0.521195
series	novel,0.423787
broaden	expand,0.626732
totem	enchantment,0.391015
alien	demon,0.46554
dispel	counteract,0.542255
renown	well-known,0.447223
gang	crew,0.416107
go	went,0.543264
